1.518750470124106869e+03,9.760646800000000178e-01,8.150301259081163541e-02,1.000000000000000000e+00,-2.509909615820746231e-03
1.518751859046871004e+03,9.665162600000000159e-01,8.146501721620297287e-02,1.000000000000000000e+00,-1.099059879967415748e-02
1.518753247969170161e+03,9.779278000000000137e-01,8.155703636320665861e-02,1.000000000000000000e+00,1.434718003401024011e-03
1.518754636891470227e+03,9.877442699999999798e-01,8.161630684135187663e-02,1.000000000000000000e+00,1.221185543794479911e-02
1.518756025814235045e+03,9.579739600000000133e-01,8.146622799445302210e-02,1.000000000000000000e+00,-1.665005192405798543e-02
1.518757414736534201e+03,9.660875799999999458e-01,8.136951307783407694e-02,1.000000000000000000e+00,-7.679450413490652300e-03
1.518758803658833358e+03,9.837526699999999957e-01,8.159075237341832654e-02,1.000000000000000000e+00,1.079204456027073322e-02
1.518760192581598403e+03,9.671245200000000430e-01,8.157206538846915878e-02,1.000000000000000000e+00,-5.079432479857180077e-03
1.518761581503897787e+03,9.725150500000000475e-01,8.173267608427321751e-02,1.000000000000000000e+00,1.018882236200516211e-03
1.518762970426662605e+03,9.675817500000000182e-01,8.138809756303720666e-02,1.000000000000000000e+00,-3.254676539100158361e-03
1.518764359348961761e+03,9.500731799999999616e-01,8.151079616527623362e-02,1.000000000000000000e+00,-2.015070497043243772e-02
1.518765748271260463e+03,9.559370299999999654e-01,8.135145390382937658e-02,1.000000000000000000e+00,-1.372066855142628494e-02
1.518767137194025736e+03,9.973703600000000113e-01,8.184589986623805324e-02,1.000000000000000000e+00,2.823333716283418435e-02
1.518768526116325802e+03,9.815725100000000092e-01,8.145005225328175169e-02,1.000000000000000000e+00,1.291149610056781250e-02
1.518769915038624276e+03,9.785112099999999646e-01,8.145379990024617656e-02,1.000000000000000000e+00,1.028238272062696745e-02
1.518771303961388412e+03,9.791526200000000291e-01,8.148717638004909780e-02,1.000000000000000000e+00,1.131300142431163752e-02
1.518772692883687569e+03,9.650661900000000459e-01,8.138779006379909253e-02,1.000000000000000000e+00,-2.426353771610670340e-03
1.518774081805987635e+03,9.621795400000000553e-01,8.128224095031867658e-02,1.000000000000000000e+00,-5.007218452156868282e-03
1.518775470728286791e+03,9.737907599999999775e-01,8.176881365098495613e-02,1.000000000000000000e+00,6.869341659624168817e-03
