1.518750470124106869e+03,9.760646800000000178e-01,3.330734519405807725e-02,-4.144479363353888168e-03
1.518751859046871004e+03,9.665162600000000159e-01,3.329181785319496045e-02,-1.266532902855426954e-02
1.518753247969170161e+03,9.779278000000000137e-01,3.332942276369197515e-02,-2.775742876278755600e-04
1.518754636891470227e+03,9.877442699999999798e-01,3.335364447295947193e-02,1.046452372244160642e-02
1.518756025814235045e+03,9.579739600000000133e-01,3.329231265464887429e-02,-1.842997620445399609e-02
1.518757414736534201e+03,9.660875799999999458e-01,3.325278875226977265e-02,-9.489596145001812089e-03
1.518758803658833358e+03,9.837526699999999957e-01,3.334320128248519782e-02,8.953972712475569140e-03
1.518760192581598403e+03,9.671245200000000430e-01,3.333556458491350460e-02,-6.943210884977575603e-03
1.518761581503897787e+03,9.725150500000000475e-01,3.340120039047397849e-02,-8.684589176789492271e-04
1.518762970426662605e+03,9.675817500000000182e-01,3.326038356188769363e-02,-5.163512416637282276e-03
1.518764359348961761e+03,9.500731799999999616e-01,3.331052606054749066e-02,-2.207904329975138302e-02
1.518765748271260463e+03,9.559370299999999654e-01,3.324540861841492057e-02,-1.566659283580802697e-02
1.518767137194025736e+03,9.973703600000000113e-01,3.344747087140715475e-02,2.627166764750020131e-02
1.518768526116325802e+03,9.815725100000000092e-01,3.328570221194454559e-02,1.093584632132310955e-02
1.518769915038624276e+03,9.785112099999999646e-01,3.328723374025426007e-02,8.294441871334989891e-03
1.518771303961388412e+03,9.791526200000000291e-01,3.330087350520061218e-02,9.314382927887682878e-03
1.518772692883687569e+03,9.650661900000000459e-01,3.326025789802638383e-02,-4.434112252730104675e-03
1.518774081805987635e+03,9.621795400000000553e-01,3.321712377763173102e-02,-7.022655026993621791e-03
1.518775470728286791e+03,9.737907599999999775e-01,3.341596851217500108e-02,4.847613114444881272e-03
1.518776859651051609e+03,9.765005100000000438e-01,3.325798809453147514e-02,7.778120749211678286e-03
1.518778248573350993e+03,9.703266000000000391e-01,3.334171426012635941e-02,1.787446239260151448e-03
1.518779637495650377e+03,9.678702999999999612e-01,3.325119439202939980e-02,-5.223718253219086782e-04
1.518781026418415195e+03,9.737006400000000061e-01,3.329848327383861523e-02,5.418465096288377358e-03
1.518782415340714351e+03,9.626951799999999837e-01,3.327253106848099273e-02,-5.511714560021835352e-03
1.518783804263013508e+03,9.632067699999999899e-01,3.328678082675412542e-02,-4.959292241479139329e-03
1.518785193185312210e+03,9.813375500000000029e-01,3.324969166168790374e-02,1.317864056165736486e-02
1.518786582108077482e+03,9.839946000000000526e-01,3.331370430903978636e-02,1.580993234504923795e-02
1.518787971030377548e+03,9.743574299999999688e-01,3.331370954503400789e-02,6.114861635881700674e-03
1.518789359952676250e+03,9.734848099999999782e-01,3.328558963806878962e-02,5.152966940838395182e-03
1.518790748874974497e+03,9.620544300000000160e-01,3.328684627668188761e-02,-6.397293230340675430e-03
1.518792137797739315e+03,9.871786799999999751e-01,3.344752323134937005e-02,1.857723957683771188e-02
1.518793526720039381e+03,9.790480099999999686e-01,3.328331983457387400e-02,1.026778397265916756e-02
1.518794915642338538e+03,9.716820099999999849e-01,3.330513560449670923e-02,2.694698421859424708e-03
1.518796304564637694e+03,9.662637099999999979e-01,3.328383034401045243e-02,-2.958218565931328148e-03
1.518797693486937078e+03,9.716808799999999691e-01,3.328713163836694716e-02,2.197571518979774680e-03
1.518800471332001280e+03,9.742754099999999529e-01,3.335114166772171901e-02,4.192126837074549445e-03
1.518801860254300436e+03,9.677166299999999666e-01,3.331484313778290685e-02,-2.703710809380695940e-03
1.518803249176599593e+03,9.727757599999999893e-01,3.330773265763044971e-02,1.994672656120161092e-03
1.518804638098898295e+03,9.925010800000000355e-01,3.335172548107739193e-02,2.133632574344424687e-02
1.518806027021198133e+03,9.770362999999999687e-01,3.329887859140231998e-02,5.465726961873237921e-03
1.518807415943963633e+03,9.703779799999999733e-01,3.330954692962811298e-02,-1.619795325274911435e-03
1.518808804866262335e+03,9.765890200000000299e-01,3.333030502871825451e-02,4.143427678782736490e-03
1.518810193788560582e+03,9.747566600000000525e-01,3.328500058871889516e-02,1.843404343912814769e-03
1.518811582710859966e+03,9.711405600000000415e-01,3.333924810684815720e-02,-2.259436820697624526e-03
1.518812971633159805e+03,9.565265200000000467e-01,3.326944444988755994e-02,-1.737852730510381499e-02
1.518814360555458961e+03,9.784450500000000384e-01,3.330504921059206092e-02,4.017411400850292441e-03
1.518815749477758345e+03,9.704396699999999765e-01,3.326144385071749809e-02,-4.527332193430714385e-03
1.518817138400057729e+03,9.562342799999999921e-01,3.322470549726409816e-02,-1.928808957812437955e-02
1.518818527322822547e+03,9.498809599999999964e-01,3.324386923611387379e-02,-2.621201243717086529e-02
1.518819916245121703e+03,9.683712700000000062e-01,3.332851431869459508e-02,-8.306771878097515827e-03
1.518821305167420860e+03,9.864296900000000257e-01,3.331866803156152690e-02,9.152880420039654491e-03
1.518822694089720017e+03,9.850075799999999937e-01,3.339088548185811106e-02,7.119072966978438888e-03
1.518824083012018718e+03,9.770952499999999707e-01,3.336350908607230853e-02,-1.417115727337107250e-03
1.518825471934318557e+03,1.012411100000000008e+00,3.344867515007803743e-02,3.326348284610752826e-02
1.518826860856618396e+03,9.923231599999999819e-01,3.334578000963916294e-02,1.197619674161739048e-02
1.518828249778917098e+03,9.977045100000000444e-01,3.334723561603266523e-02,1.010868347923267116e-02
1.518829638701216254e+03,1.022124400000000044e+00,3.333786056837952094e-02,2.504952025082486655e-02
1.518831027623515411e+03,1.006004300000000073e+00,3.337373236478929917e-02,-5.256950222611830870e-02
1.518832416545814567e+03,1.172453500000000037e+00,3.387193721494117377e-02,-1.630569340293870906e-01
1.518833805468113724e+03,2.163501500000000188e+00,3.672013742950017839e-02,2.097757497884594202e-01
1.518835194390413108e+03,2.679253800000000130e+00,3.812777164395240309e-02,-1.205577149641642309e-01
1.518836583312712492e+03,2.703987800000000163e+00,3.818267627935641867e-02,-2.932398657070879600e-02
1.518837972235011648e+03,2.561046800000000179e+00,3.780936559936400737e-02,9.549567517162953212e-02
1.518839361157311487e+03,2.327563300000000002e+00,3.715309917365817310e-02,-8.542452363616427624e-03
1.518840750079610871e+03,2.360979100000000219e+00,3.728497030611743757e-02,6.803819286592552307e-02
1.518842139001909118e+03,2.317322499999999952e+00,3.712402107975045634e-02,8.124495343355049928e-03
1.518843527924207820e+03,2.230647100000000105e+00,3.700977430383991379e-02,-1.181917044471139933e-01
1.518844916846507658e+03,2.196438800000000136e+00,3.678511349978876022e-02,-4.268486989938817533e-02
1.518846305768807497e+03,2.171622000000000163e+00,3.675559034637225497e-02,5.578855426012283014e-02
1.518847694691106199e+03,2.102146400000000082e+00,3.654790463558639513e-02,9.053841043177862646e-02
1.518849083613405355e+03,1.959538800000000025e+00,3.620641832847074082e-02,4.198961890654345080e-02
1.518850472535704512e+03,1.878697899999999921e+00,3.593952923102521763e-02,4.225246933141725558e-02
