time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1703.0616227203438,9.8436332e-01,1.6913494e-02,7.6715962e-04,342436,1930.65911,464.58241,3.9563602e+02,6.0076995e+00,1.3946793e+03,2.6374190e+00,5.9304614e+02,1.0189817e+01,0,,,,,1930.65911,6.8070935e-03,464.58241,1.0677522e-02,1.1285306e-02,2.8505316e-02
1703.0630116085247,9.8883849e-01,1.6921371e-02,7.6715951e-04,342437,1930.64442,464.58306,3.9739731e+02,6.0104966e+00,1.3922258e+03,2.6317875e+00,5.9574231e+02,1.0194563e+01,0,,,,,1930.64442,6.7743487e-03,464.58306,1.0635451e-02,1.1322025e-02,3.7364285e-02
1703.0644004967044,1.0050249e+00,1.6903410e-02,7.6715939e-04,342438,1930.65551,464.57823,4.0284351e+02,6.0041170e+00,1.3910693e+03,2.6269777e+00,6.0549408e+02,1.0183742e+01,0,,,,,1930.65551,6.6823922e-03,464.57823,1.0498205e-02,9.1619203e-03,3.7249021e-02
1703.065789384885,1.0094866e+00,1.6934656e-02,7.6715928e-04,342439,1930.64723,464.57737,4.0424500e+02,6.0152164e+00,1.3919974e+03,2.6375940e+00,6.0818207e+02,1.0202567e+01,0,,,,,1930.64723,6.6693705e-03,464.57737,1.0473846e-02,9.4884802e-03,3.1797633e-02
1703.0671782730649,9.8103774e-01,1.6883476e-02,7.6715916e-04,342440,1930.66092,464.57428,3.9404514e+02,5.9970369e+00,1.3923147e+03,2.6299264e+00,5.9104260e+02,1.0171733e+01,0,,,,,1930.66092,6.8271682e-03,464.57428,1.0717433e-02,7.9487022e-03,3.2110970e-02
1703.0685671612448,9.9371928e-01,1.6980398e-02,7.6715904e-04,342441,1930.65969,464.58681,3.9904239e+02,6.0314641e+00,1.3961061e+03,2.6367633e+00,5.9868280e+02,1.0230125e+01,0,,,,,1930.65969,6.7692976e-03,464.58681,1.0630439e-02,1.2518210e-02,3.4194037e-02
1703.069956049426,1.0297269e+00,1.6939702e-02,7.6715893e-04,342442,1930.65745,464.59462,4.1197177e+02,6.0170078e+00,1.3883735e+03,2.6275146e+00,6.2037616e+02,1.0205606e+01,0,,,,,1930.65745,6.5558557e-03,464.59462,1.0241901e-02,9.7019412e-03,3.9729629e-02
1703.0713449376656,1.0026439e+00,1.6908720e-02,7.6715887e-04,342443,1930.65949,464.58611,4.0133176e+02,6.0060034e+00,1.3927473e+03,2.6296391e+00,6.0405963e+02,1.0186941e+01,0,,,,,1930.65949,6.7115943e-03,464.58611,1.0509066e-02,1.1347009e-02,3.6325920e-02
1703.0727338258453,9.8552865e-01,1.6963741e-02,7.6715875e-04,342444,1930.66231,464.59632,3.9638431e+02,6.0255475e+00,1.3982579e+03,2.6420903e+00,5.9374823e+02,1.0220090e+01,0,,,,,1930.66231,6.8103243e-03,464.59632,1.0668540e-02,1.1933737e-02,4.0261306e-02
1703.074122714025,1.0091671e+00,1.6933884e-02,7.6715864e-04,342445,1930.66102,464.58576,4.0438480e+02,6.0149422e+00,1.3950295e+03,2.6303318e+00,6.0798962e+02,1.0202102e+01,0,,,,,1930.66102,6.6733216e-03,464.58576,1.0455167e-02,1.6180465e-02,3.9930310e-02
1703.0755116022058,9.9284559e-01,1.6960843e-02,7.6715852e-04,342446,1930.65652,464.57503,3.9900018e+02,6.0245180e+00,1.3976541e+03,2.6367106e+00,5.9815643e+02,1.0218344e+01,0,,,,,1930.65652,6.7683388e-03,464.57503,1.0634052e-02,5.1302919e-03,3.3547159e-02
1703.0769004903857,9.8738515e-01,1.6920932e-02,7.6715840e-04,342447,1930.65491,464.58265,3.9614487e+02,6.0103412e+00,1.3971860e+03,2.6391022e+00,5.9486670e+02,1.0194299e+01,0,,,,,1930.65491,6.7999861e-03,464.58265,1.0662868e-02,1.8363146e-02,4.4082947e-02
1703.078289378566,9.9703580e-01,1.6947042e-02,7.6715829e-04,342448,1930.65788,464.59801,3.9963498e+02,6.0196152e+00,1.3953286e+03,2.6387467e+00,6.0068091e+02,1.0210029e+01,0,,,,,1930.65788,6.7485776e-03,464.59801,1.0555957e-02,1.3251406e-02,3.6410868e-02
1703.0796782667474,9.8781419e-01,1.6925463e-02,7.6715817e-04,342449,1930.66878,464.58999,3.9538098e+02,6.0119505e+00,1.3989832e+03,2.6310520e+00,5.9512518e+02,1.0197029e+01,0,,,,,1930.66878,6.8250312e-03,464.58999,1.0686888e-02,2.1219585e-02,3.9939895e-02
1703.0810671549864,1.0223032e+00,1.6943015e-02,7.6715811e-04,342450,1930.64288,464.56576,4.0752597e+02,6.0181851e+00,1.3952220e+03,2.6315348e+00,6.1590369e+02,1.0207603e+01,0,,,,,1930.64288,6.6187913e-03,464.56576,1.0411802e-02,1.8195484e-02,3.3508331e-02
1703.082456043166,1.0161103e+00,1.6950540e-02,7.6715800e-04,342451,1930.64975,464.56606,4.0665518e+02,6.0208583e+00,1.4001711e+03,2.6338868e+00,6.1217267e+02,1.0212136e+01,0,,,,,1930.64975,6.6389311e-03,464.56606,1.0445579e-02,9.8907929e-03,3.8699470e-02
1703.0838449313458,9.8870379e-01,1.6940307e-02,7.6715788e-04,342452,1930.65911,464.57806,3.9739883e+02,6.0172234e+00,1.4019615e+03,2.6407669e+00,5.9566113e+02,1.0205972e+01,0,,,,,1930.65911,6.7876400e-03,464.57806,1.0662405e-02,1.3235120e-02,4.0203355e-02
1703.085233819527,9.9237132e-01,1.6942730e-02,7.6715776e-04,342453,1930.65143,464.58840,3.9873193e+02,6.0180845e+00,1.4030220e+03,2.6376221e+00,5.9787073e+02,1.0207432e+01,0,,,,,1930.65143,6.7681596e-03,464.58840,1.0593525e-02,1.0570629e-02,3.7596282e-02
1703.0866227077083,1.0000267e+00,1.6967174e-02,7.6715765e-04,342454,1930.65605,464.57715,4.0154416e+02,6.0267663e+00,1.4013344e+03,2.6457448e+00,6.0248285e+02,1.0222157e+01,0,,,,,1930.65605,6.7302929e-03,464.57715,1.0571151e-02,9.8957038e-03,3.2819930e-02
1703.0880115959465,1.0081658e+00,1.6964138e-02,7.6715759e-04,342455,1930.66491,464.57634,4.0422787e+02,6.0256872e+00,1.4022460e+03,2.6319191e+00,6.0738635e+02,1.0220328e+01,0,,,,,1930.66491,6.6889818e-03,464.57634,1.0518008e-02,9.7886128e-03,3.4670081e-02
1703.0894004841264,9.9664295e-01,1.6957467e-02,7.6715747e-04,342456,1930.65215,464.58233,3.9966495e+02,6.0233188e+00,1.4060248e+03,2.6362417e+00,6.0044421e+02,1.0216311e+01,0,,,,,1930.65215,6.7570270e-03,464.58233,1.0606476e-02,1.4419968e-02,3.5895213e-02
1703.090789372307,9.9385625e-01,1.6973032e-02,7.6715735e-04,342457,1930.65661,464.56702,3.9909976e+02,6.0288472e+00,1.4101385e+03,2.6432011e+00,5.9876532e+02,1.0225687e+01,0,,,,,1930.65661,6.7715370e-03,464.56702,1.0674646e-02,1.1630921e-02,3.3554591e-02
1703.0921782604867,9.8807776e-01,1.6993886e-02,7.6715724e-04,342458,1930.65344,464.57712,3.9647821e+02,6.0362544e+00,1.4107815e+03,2.6442368e+00,5.9528400e+02,1.0238251e+01,0,,,,,1930.65344,6.8286071e-03,464.57712,1.0717252e-02,1.0493251e-02,3.3739623e-02
1703.0935671486675,1.0475487e+00,1.7027441e-02,7.6715712e-04,342459,1930.66373,464.59680,4.1797144e+02,6.0481734e+00,1.4108857e+03,2.6405365e+00,6.3111322e+02,1.0258467e+01,0,,,,,1930.66373,6.5008416e-03,464.59680,1.0134334e-02,1.4876297e-02,3.8650174e-02
1703.0949560368488,9.8893273e-01,1.6969830e-02,7.6715701e-04,342460,1930.64418,464.56643,3.9760178e+02,6.0277100e+00,1.4119135e+03,2.6421692e+00,5.9579907e+02,1.0223758e+01,0,,,,,1930.64418,6.7934552e-03,464.56643,1.0721634e-02,7.2013112e-03,3.2160815e-02
1703.0963449250874,1.0041475e+00,1.6987441e-02,7.6715695e-04,342461,1930.65638,464.57155,4.0261386e+02,6.0339656e+00,1.4120126e+03,2.6375980e+00,6.0496552e+02,1.0234368e+01,0,,,,,1930.65638,6.7270976e-03,464.57155,1.0569867e-02,1.1341781e-02,3.9402224e-02
