#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
flare_tpeak_1,1332.3554247173822,6.400234815373551e-05,6.907788019816508e-05,flare_tpeak_1,days
flare_fwhm_1,0.003129194074773037,0.00022011183881868145,0.00023757156940788478,flare_fwhm_1,days
flare_ampl_1,0.18498445158437465,0.007748638977905481,0.00782102239379312,flare_ampl_1,rel. flux
ln_err_flux_TIC_271698144,-5.2015283574479065,0.07006914770379069,0.07298192674043147,$\log{\sigma_\mathrm{TIC_271698144}$,log rel. flux
