time,flux,flux_err
1517.8712817429162,5.2685828e+02,nan
1517.8726706661466,5.2736395e+02,nan
1517.8740595898437,5.1299261e+02,nan
1517.8754485135398,5.3038721e+02,nan
1517.8768374367698,5.2147510e+02,nan
1517.8782263604664,5.2858441e+02,nan
1517.8796152836978,5.3236621e+02,nan
1517.8810042073935,5.3079492e+02,nan
1517.882393130623,5.3830231e+02,nan
1517.8837820543195,5.3178174e+02,nan
1517.8851709780163,5.2962292e+02,nan
1517.8865599012468,5.2735577e+02,nan
1517.887948824943,5.2985760e+02,nan
1517.8893377481736,5.2572870e+02,nan
1517.890726671869,5.1957874e+02,nan
1517.8921155955652,5.3327826e+02,nan
1517.8935045187966,5.2614880e+02,nan
1517.8948934424927,5.2267352e+02,nan
1517.8962823657228,5.2516284e+02,nan
1517.8976712894196,5.3612610e+02,nan
1517.8990602131164,5.2968787e+02,nan
1517.9004491363464,5.2214612e+02,nan
1517.9018380600426,5.2316333e+02,nan
1517.903226983273,5.2173322e+02,nan
1517.9046159069692,5.2973468e+02,nan
1517.9060048306653,5.2160248e+02,nan
1517.907393753896,5.2177869e+02,nan
1517.9087826775924,5.4474335e+02,nan
1517.910171600822,5.1580493e+02,nan
1517.911560524519,5.2346130e+02,nan
1517.912949448216,5.1689563e+02,nan
1517.9143383714456,5.3140735e+02,nan
1517.9157272951413,5.2062921e+02,nan
1517.9171162188381,5.1148434e+02,nan
1517.9185051420693,5.1915210e+02,nan
1517.919894065765,5.2900189e+02,nan
1517.9212829889955,5.1147388e+02,nan
1517.9226719126916,5.2749042e+02,nan
1517.9240608363878,5.2723737e+02,nan
1517.9254497596182,5.1586041e+02,nan
1517.9268386833146,5.2403143e+02,nan
1517.928227607011,5.1845935e+02,nan
1517.9296165302405,5.1059912e+02,nan
1517.9310054539376,5.1940118e+02,nan
1517.9323943776346,5.1593201e+02,nan
1517.9337833008642,5.1876819e+02,nan
1517.93517222456,5.1787744e+02,nan
1517.936561147791,5.2474481e+02,nan
1517.9379500714879,5.2827661e+02,nan
1517.9393389951836,5.2479248e+02,nan
1517.940727918414,5.1772125e+02,nan
1517.9421168421102,5.2414655e+02,nan
1517.9435057658063,5.1500195e+02,nan
