1.518750470124106869e+03,9.760646800000000178e-01,8.152189753975268294e-02,-2.369323672809103137e-03
1.518751859046871004e+03,9.665162600000000159e-01,8.148389336128895877e-02,-1.086217914907059226e-02
1.518753247969170161e+03,9.779278000000000137e-01,8.157593382992037179e-02,1.551211650837953232e-03
1.518754636891470227e+03,9.877442699999999798e-01,8.163521804154509620e-02,1.231666152040330336e-02
1.518756025814235045e+03,9.579739600000000133e-01,8.148510442008674581e-02,-1.655669681910628202e-02
1.518757414736534201e+03,9.660875799999999458e-01,8.138836709378986789e-02,-7.597311537836319573e-03
1.518758803658833358e+03,9.837526699999999957e-01,8.160965765242156333e-02,1.086320010402622507e-02
1.518760192581598403e+03,9.671245200000000430e-01,8.159096633753727679e-02,-5.019029221102349475e-03
1.518761581503897787e+03,9.725150500000000475e-01,8.175161424822079137e-02,1.068762417131760567e-03
1.518762970426662605e+03,9.675817500000000182e-01,8.140695588517804504e-02,-3.215092082803436974e-03
1.518764359348961761e+03,9.500731799999999616e-01,8.152968291773841913e-02,-2.012119072561199817e-02
1.518765748271260463e+03,9.559370299999999654e-01,8.137030373531925487e-02,-1.370100085534274939e-02
1.518767137194025736e+03,9.973703600000000113e-01,8.186486426510963810e-02,2.824338012278853477e-02
1.518768526116325802e+03,9.815725100000000092e-01,8.146892493085712561e-02,1.291213429652515732e-02
1.518769915038624276e+03,9.785112099999999646e-01,8.147267344618358553e-02,1.027383427453692349e-02
1.518771303961388412e+03,9.791526200000000291e-01,8.150605765960391991e-02,1.129548260820925631e-02
1.518772692883687569e+03,9.650661900000000459e-01,8.140664831468971685e-02,-2.452628526612363191e-03
1.518774081805987635e+03,9.621795400000000553e-01,8.130107474457198835e-02,-5.042036564921734132e-03
1.518775470728286791e+03,9.737907599999999775e-01,8.178776018831752925e-02,6.826190923311208081e-03
1.518776859651051609e+03,9.765005100000000438e-01,8.140109282274433922e-02,9.753556435163873717e-03
1.518778248573350993e+03,9.703266000000000391e-01,8.160601806830969362e-02,3.758712255397547719e-03
1.518779637495650377e+03,9.678702999999999612e-01,8.138446479321924387e-02,1.443770893908707942e-03
1.518781026418415195e+03,9.737006400000000061e-01,8.150020741260721735e-02,7.378604810050586049e-03
1.518782415340714351e+03,9.626951799999999837e-01,8.143668769904950644e-02,-3.558383635563371061e-03
1.518783804263013508e+03,9.632067699999999899e-01,8.147156491088192176e-02,-3.013501971347927466e-03
1.518785193185312210e+03,9.813375500000000029e-01,8.138078676279635049e-02,1.511623223312173053e-02
1.518786582108077482e+03,9.839946000000000526e-01,8.153746188800566064e-02,1.773874139114579168e-02
