time,flux,
1683.4685295664674,6.1463037e+02,
1683.4699184590138,5.9552496e+02,
1683.4713073515597,6.1026318e+02,
1683.472696244047,6.0385205e+02,
1683.4740851365934,6.0612268e+02,
1683.47547402914,6.1185748e+02,
1683.4768629216271,5.9052686e+02,
1683.4782518141726,5.9905170e+02,
1683.4796407066608,6.0139905e+02,
1683.481029599148,5.9705341e+02,
1683.482418491694,6.0839105e+02,
1683.4838073841827,6.0709363e+02,
1683.48519627667,5.9651904e+02,
1683.4865851692155,6.0476282e+02,
1683.4879740617032,6.0319830e+02,
1683.4893629541905,5.9902020e+02,
1683.4907518466787,5.9861896e+02,
1683.4921407391673,6.0679950e+02,
1683.4935296316544,6.1056708e+02,
1683.4949185241414,5.9109839e+02,
1683.4963074166296,5.9347296e+02,
1683.4976963091174,5.9642609e+02,
1683.4990852015474,5.9994104e+02,
1683.500474094035,5.9503027e+02,
1683.5018629865233,6.1209595e+02,
1683.5032518790103,6.0797644e+02,
1683.5046407714392,5.9830865e+02,
1683.5060296639278,6.1141589e+02,
1683.507418556416,6.1423877e+02,
1683.5088074488451,6.0502258e+02,
1683.5101963413329,6.0169342e+02,
1683.511585233762,6.0383960e+02,
1683.5129741262492,6.0819702e+02,
1683.5143630186797,6.0465167e+02,
1683.5157519111092,6.0800531e+02,
1683.5171408035965,6.0480817e+02,
1683.5185296960265,6.1457245e+02,
1683.5199185884553,6.0288385e+02,
1683.5213074808842,5.9884619e+02,
1683.5226963733146,6.0907355e+02,
1683.5240852657446,6.0720966e+02,
1683.5254741581737,6.1094067e+02,
1683.5268630506614,6.0747162e+02,
1683.5282519430323,6.0551978e+02,
1683.5296408354618,5.9660352e+02,
1683.5310297278922,5.9684412e+02,
1683.5324186203222,6.0441510e+02,
1683.5338075127513,6.0339734e+02,
1683.5351964051804,5.9781671e+02,
1683.53658529761,6.0054596e+02,
1683.5379741899815,6.0652032e+02,
1683.5393630824112,6.0674664e+02,
1683.5407519748408,6.2134222e+02,
1683.5421408672116,6.1334784e+02,
1683.5435297596407,6.0241748e+02,
1683.5449186520125,5.9684344e+02,
1683.546307544442,6.0978204e+02,
1683.5476964368133,6.0873077e+02,
1683.5490853292433,6.0605804e+02,
1683.5504742216142,6.0021338e+02,
1683.551863113985,6.0501489e+02,
1683.5546408987864,6.0765112e+02,
1683.5560297911577,6.1365375e+02,
1683.557418683529,6.0421344e+02,
1683.558807575958,6.0179254e+02,
1683.560196468329,5.9975378e+02,
1683.5615853607012,6.0725885e+02,
1683.5629742530734,6.0881909e+02,
1683.5671409301865,6.0909534e+02,
1683.5685298225574,6.0777924e+02,
1683.5699187149291,6.0509576e+02,
1683.5726964996138,6.2079938e+02,
1683.5754742843562,6.0519421e+02,
1683.576863176727,6.1112872e+02,
1683.5782520690402,6.0447888e+02,
1683.5796409614125,6.2315460e+02,
1683.5810298537833,6.0555188e+02,
1683.582418746096,6.0230090e+02,
1683.5838076384673,5.9913013e+02,
1683.5865854231522,6.0942389e+02,
1683.5879743154658,6.0544257e+02,
1683.5893632078366,6.2026129e+02,
1683.590752100149,6.0559027e+02,
1683.5921409924624,6.0719781e+02,
1683.5935298848347,6.0695135e+02,
1683.5949187771478,6.0257129e+02,
1683.5963076694604,6.1489783e+02,
1683.597696561774,6.1038605e+02,
1683.5990854541446,6.0382843e+02,
1683.600474346457,6.1449951e+02,
1683.601863238771,6.1523364e+02,
1683.6032521310847,6.0171008e+02,
1683.607418808023,6.0532965e+02,
1683.6129743772756,6.0062207e+02,
1683.6143632695891,6.1137946e+02,
1683.6157521619018,6.1370502e+02,
1683.6171410541567,5.9793231e+02,
1683.6185299464707,6.1264648e+02,
1683.6199188387834,6.1380457e+02,
1683.621307731096,5.8860034e+02,
1683.622696623351,6.0843829e+02,
1683.6240855156645,6.1693591e+02,
1683.6254744079195,6.0478009e+02,
1683.6268633002328,6.0459674e+02,
1683.6282521925461,6.1482086e+02,
1683.6296410848006,5.9963409e+02,
1683.6310299771133,6.0917639e+02,
1683.6324188693682,6.0185864e+02,
1683.6338077616235,6.1688885e+02,
1683.6365855461916,6.1062122e+02,
1683.640752223014,6.1033276e+02,
1683.642141115269,6.0420996e+02,
1683.6435300075825,6.1392889e+02,
1683.6449188998374,6.0717554e+02,
1683.6463077920919,6.0953119e+02,
1683.6476966843463,6.3528101e+02,
1683.6490855766021,6.0339331e+02,
1683.650474468857,6.1697363e+02,
1683.6532522534249,6.0842841e+02,
1683.65464114568,6.1724280e+02,
1683.6560300378762,6.0624628e+02,
1683.6574189301311,6.2045355e+02,
1683.658807822387,6.1472675e+02,
1683.6601967146414,6.1268604e+02,
1683.6615856068959,6.0625903e+02,
1683.6629744991508,6.2153583e+02,
1683.6643633914052,5.9339117e+02,
1683.6657522836606,6.0918774e+02,
1683.6671411758582,6.1195898e+02,
1683.6685300681127,6.1701263e+02,
1683.669918960367,6.0060162e+02,
1683.671307852622,5.9740289e+02,
1683.6726967448183,6.0400623e+02,
1683.6740856370732,6.0530341e+02,
1683.6754745292708,6.1838538e+02,
1683.6768634215252,6.1080267e+02,
1683.6782523137797,5.9598859e+02,
1683.6796412059766,6.1094446e+02,
1683.6810300982318,6.0142371e+02,
1683.6824189904285,6.0401819e+02,
1683.6838078826838,6.1031024e+02,
1683.6851967748805,6.1316754e+02,
1683.6865856670768,5.9722546e+02,
1683.6879745593312,6.0557349e+02,
1683.6893634515288,5.9523920e+02,
1683.6907523437255,6.1104114e+02,
1683.69214123598,6.0605334e+02,
1683.6935301281771,6.0600049e+02,
1683.6949190203734,6.1503815e+02,
1683.6963079125696,6.1169153e+02,
1683.6976968048252,6.0364868e+02,
1683.6990856970222,6.0186432e+02,
1683.7004745892184,6.1540332e+02,
1683.701863481415,5.9967419e+02,
1683.7032523736113,6.0291565e+02,
1683.7046412658085,6.2409375e+02,
1683.7060301580061,6.1931683e+02,
1683.7074190502021,5.9597522e+02,
1683.7088079423982,6.1869629e+02,
1683.7101968345953,6.1885742e+02,
1683.7115857267916,6.1035431e+02,
1683.7129746189883,6.1236914e+02,
1683.7143635111859,6.0952588e+02,
1683.7157524033828,6.1534845e+02,
1683.7171412955788,6.1302087e+02,
1683.718530187775,6.0012982e+02,
1683.7199190799722,6.0932172e+02,
1683.721307972169,6.0943542e+02,
1683.7226968643079,6.1035962e+02,
1683.7240857565046,6.1172650e+02,
1683.7254746487008,6.0501984e+02,
1683.7268635408388,6.0734326e+02,
1683.7282524330355,6.0827771e+02,
1683.7296413252327,6.1621301e+02,
1683.7310302173712,6.1220758e+02,
1683.7324191095684,6.1228784e+02,
1683.7338080017644,6.0976776e+02,
1683.7351968939022,6.1406061e+02,
1683.7365857860998,5.9758484e+02,
1683.7379746782387,6.1778241e+02,
1683.739363570435,6.1013696e+02,
1683.7407524625735,6.1674286e+02,
1683.7435302469078,6.0565167e+02,
1683.7449191391054,6.0620752e+02,
1683.7463080312448,6.1730444e+02,
1683.7476969233828,6.1365485e+02,
1683.749085815579,6.1370685e+02,
1683.7504747077176,6.1247357e+02,
1683.7518635999138,6.1030017e+02,
1683.7532524920523,6.0228149e+02,
1683.7546413841917,6.0558435e+02,
1683.7560302763297,6.0616766e+02,
1683.757419168526,6.0690558e+02,
1683.758808060665,6.1292310e+02,
1683.7601969528027,6.2052063e+02,
1683.7615858449415,6.1039777e+02,
1683.7629747370809,6.0418713e+02,
1683.764363629219,6.0347156e+02,
1683.7657525214152,6.0895929e+02,
1683.7671414135536,6.1185657e+02,
1683.7685303056924,6.0058173e+02,
1683.769919197831,6.0496143e+02,
1683.7713080899696,6.1848035e+02,
1683.7726969821076,6.1834576e+02,
1683.7740858742457,6.0860657e+02,
1683.7754747663846,6.1743939e+02,
1683.776863658524,6.1223883e+02,
1683.7782525506625,6.0921411e+02,
1683.7796414428005,6.1477997e+02,
1683.7810303348808,6.0854523e+02,
1683.7824192270189,5.9867889e+02,
1683.783808119157,6.0725500e+02,
1683.7851970112963,6.2237317e+02,
1683.786585903435,6.1173669e+02,
1683.7879747955728,6.1227667e+02,
1683.7893636876536,6.1302777e+02,
1683.7907525797916,6.0634308e+02,
1683.7921414719297,6.0236237e+02,
1683.793530364069,6.0459875e+02,
1683.7949192561493,6.1852643e+02,
1683.7963081482874,6.1265985e+02,
1683.7976970404259,6.1418732e+02,
1683.7990859325057,6.0493787e+02,
1683.8004748246447,6.1417017e+02,
1683.801863716784,6.1185913e+02,
1683.8032526088639,6.0454028e+02,
1683.8046415010017,6.1471899e+02,
1683.8060303930822,6.1067749e+02,
1683.8074192852207,6.1010242e+02,
1683.8088081773014,5.9795660e+02,
1683.81019706944,6.2254858e+02,
1683.8115859615207,6.0481030e+02,
1683.8129748536585,6.0587292e+02,
1683.814363745738,6.1874933e+02,
1683.815752637877,6.0420007e+02,
1683.8171415299573,6.1692346e+02,
1683.818530422038,6.0648859e+02,
1683.8199193141766,6.1061932e+02,
1683.8213082062564,6.1541095e+02,
1683.8226970983362,6.1882391e+02,
1683.8240859904747,6.1317725e+02,
1683.8254748825555,6.1234167e+02,
1683.8268637746357,6.1846136e+02,
1683.8282526667747,6.1233142e+02,
1683.8296415588545,6.1841064e+02,
1683.8310304509341,6.0953625e+02,
1683.832419343015,6.1589325e+02,
1683.8338082351545,6.1210669e+02,
1683.8351971272343,6.0904883e+02,
1683.8365860193142,5.9970349e+02,
1683.837974911395,6.1793445e+02,
1683.8393638034745,6.1904089e+02,
1683.840752695555,6.1663538e+02,
1683.8421415876362,6.0686102e+02,
1683.843530479716,6.1568658e+02,
1683.8449193717959,6.1245300e+02,
1683.8463082639344,6.1681506e+02,
1683.8476971560142,6.1692737e+02,
1683.8490860480945,6.1740393e+02,
1683.8504749401757,6.0796790e+02,
1683.8518638322555,6.1150714e+02,
1683.8532527243353,6.0197937e+02,
1683.854641616416,6.0652716e+02,
1683.8560305084382,6.1280139e+02,
1683.8574194005187,6.1411639e+02,
1683.8588082925992,6.1014966e+02,
1683.860197184679,6.0633197e+02,
1683.8615860767588,6.1267780e+02,
1683.8629749688391,6.0860913e+02,
1683.8643638609203,6.0791541e+02,
1683.8657527530008,6.1979242e+02,
1683.8671416450222,6.1884583e+02,
1683.868530537103,6.1663281e+02,
1683.8699194291828,6.1648773e+02,
1683.8713083212626,6.1433765e+02,
1683.8726972132856,6.1487982e+02,
1683.874086105366,6.2150220e+02,
1683.8754749974457,6.1031384e+02,
1683.876863889526,6.0878381e+02,
1683.8782527815476,6.2394861e+02,
1683.8796416736275,6.0760089e+02,
1683.8810305657087,6.1244946e+02,
1683.8824194577312,6.0806842e+02,
1683.8838083498108,6.1713458e+02,
1683.8851972418913,6.1545190e+02,
1683.886586133913,6.0832220e+02,
1683.8893639180162,6.1491260e+02,
1683.890752810096,6.1182617e+02,
1683.8935305941982,6.1744427e+02,
1683.8990861624036,6.0712689e+02,
1683.9004750544252,6.2167444e+02,
1683.901863946505,6.1879077e+02,
1683.9032528385271,6.1801245e+02,
1683.9046417306079,6.1020880e+02,
1683.90603062263,6.1484521e+02,
1683.9074195146525,6.1266156e+02,
1683.9088084067323,6.1648218e+02,
1683.9101972987537,6.1047791e+02,
1683.9115861908342,6.1074518e+02,
1683.9129750828563,6.0717633e+02,
1683.9143639748788,6.1524310e+02,
1683.915752866901,6.0819775e+02,
1683.9171417589807,6.1124121e+02,
1683.9185306510024,6.1641870e+02,
1683.9199195430253,6.1135760e+02,
1683.9213084351056,6.1165869e+02,
1683.9226973271273,6.2023163e+02,
1683.9240862191498,6.1979712e+02,
1683.9254751111719,6.0962927e+02,
1683.928252895274,6.2003400e+02,
1683.9296417872968,6.1298407e+02,
1683.9310306793184,6.1427148e+02,
1683.93241957134,6.0410437e+02,
1683.9338084633625,6.1426367e+02,
1683.9351973553842,6.1642688e+02,
1683.9365862474062,6.1517029e+02,
1683.9379751394874,6.2397961e+02,
1683.939364031509,6.1092249e+02,
1683.9407529235307,6.1915692e+02,
1683.9421418155528,6.1262549e+02,
1683.9435307075744,5.9511340e+02,
1683.944919599597,6.1897137e+02,
1683.9463084916197,6.0500848e+02,
1683.947697383641,6.0485760e+02,
1683.9490862756627,6.1465576e+02,
1683.9504751676852,6.0982422e+02,
1683.9518640597073,6.1346704e+02,
1683.9532529517298,6.0675757e+02,
1683.954641843752,6.1649249e+02,
1683.956030735774,6.1973785e+02,
1683.9574196277956,6.1851880e+02,
1683.9588085198172,6.1240533e+02,
1683.960197411782,6.1316772e+02,
1683.9615863038046,6.2266901e+02,
1683.9629751958262,6.0204059e+02,
1683.9643640878483,6.0100055e+02,
1683.9657529798699,6.0710736e+02,
1683.9671418718915,6.0586609e+02,
1683.9685307639145,6.1493311e+02,
1683.9699196558784,6.1720984e+02,
1683.9713085479,6.0597070e+02,
1683.9726974399223,6.0086035e+02,
1683.9740863319437,6.1598871e+02,
1683.9754752239662,6.2481812e+02,
1683.976864115931,6.1544995e+02,
1683.9782530079526,6.0731671e+02,
1683.9796418999742,6.1425043e+02,
1683.9810307919963,6.0881598e+02,
1683.9824196839604,6.1404352e+02,
1683.9838085759827,6.2256348e+02,
1683.9851974680048,6.0808099e+02,
1683.9865863599691,6.1661230e+02,
1683.9879752519907,6.3091431e+02,
1683.9893641440124,6.1002960e+02,
1683.9907530359762,6.0583569e+02,
1683.9921419279983,6.1498059e+02,
1683.9935308200209,6.1367426e+02,
1683.9949197119847,6.1798029e+02,
1683.9963086040063,6.1573053e+02,
1683.9976974959698,6.1401550e+02,
1683.999086387992,6.0273779e+02,
1684.0004752800144,6.1306219e+02,
1684.0018641719782,6.0972968e+02,
1684.0032530640008,6.1650635e+02,
1684.0046419559642,6.1238428e+02,
1684.0060308479858,6.0630011e+02,
1684.0074197399506,6.0944342e+02,
1684.0088086319727,6.1717041e+02,
1684.010197523936,6.1500757e+02,
1684.0115864159582,6.1668457e+02,
1684.0129753079225,6.1066687e+02,
1684.014364199944,6.0940588e+02,
1684.015753091908,6.1006885e+02,
1684.017141983931,6.1098859e+02,
1684.0185308758944,6.0650348e+02,
1684.0199197678578,6.1923053e+02,
1684.0213086598799,6.0979126e+02,
1684.0226975518433,6.2545032e+02,
1684.0240864438658,6.1025336e+02,
1684.0254753358306,6.1272156e+02,
1684.0268642277938,6.2465399e+02,
1684.0282531198152,6.1666943e+02,
1684.0296420117795,6.1068927e+02,
1684.0310309038011,6.1010547e+02,
1684.032419795765,6.1120184e+02,
1684.0338086877298,6.2068182e+02,
1684.0351975797514,6.0634045e+02,
1684.0365864717148,6.1425928e+02,
1684.0379753636787,6.1628552e+02,
1684.039364255643,6.0513354e+02,
1684.040753147665,6.1549384e+02,
1684.0421420396294,6.1504541e+02,
1684.0435309315933,6.1100073e+02,
1684.044919823615,6.1325842e+02,
1684.0463087155783,6.2313287e+02,
1684.0476976075431,6.1729492e+02,
1684.049086499507,6.0275958e+02,
1684.0532531754561,6.2090002e+02,
1684.0546420674193,6.1826630e+02,
1684.056030959384,6.1028363e+02,
1684.0574198513484,6.0989642e+02,
1684.05880874337,6.0958875e+02,
1684.060197635334,6.1741724e+02,
1684.0615865272973,6.0008881e+02,
1684.0629754192607,6.1172699e+02,
1684.0643643112255,6.0966376e+02,
1684.0657532031894,6.0941437e+02,
1684.0671420951528,6.2155640e+02,
1684.0685309871171,6.0091205e+02,
1684.0699198791385,6.1359412e+02,
1684.0713087711026,6.1234454e+02,
1684.0726976630674,6.1639728e+02,
1684.0740865550313,6.1915778e+02,
1684.0754754469947,6.0967279e+02,
1684.076864338958,6.0518243e+02,
1684.0782532309224,6.0568121e+02,
1684.0796421228863,6.0049438e+02,
1684.0810310148502,6.1446808e+02,
1684.0824199068145,6.2323535e+02,
1684.083808798778,6.1350836e+02,
1684.0851976907413,6.1159839e+02,
1684.0865865827052,5.9808295e+02,
1684.0879754746693,6.1269257e+02,
1684.0893643666334,6.2029199e+02,
1684.0907532585973,6.0964209e+02,
1684.0921421505607,6.0243567e+02,
1684.093531042524,6.1624298e+02,
1684.0949199344884,6.1835883e+02,
1684.0963088264523,6.1168512e+02,
1684.0976977184164,6.0874542e+02,
1684.0990866103805,6.2374481e+02,
1684.1018643942496,6.1508661e+02,
1684.1032532862139,6.0773566e+02,
1684.1046421781787,6.0591602e+02,
1684.1060310701419,6.2127795e+02,
1684.107419962105,6.1821246e+02,
1684.1088088540694,6.0864294e+02,
1684.1101977460328,6.0588599e+02,
1684.1115866379384,6.1354449e+02,
1684.1129755299032,6.2096936e+02,
1684.11575331383,6.1173535e+02,
1684.117142205794,6.0299182e+02,
1684.1185310977573,6.1091498e+02,
1684.1199199896635,6.0828680e+02,
1684.1213088816282,6.1190466e+02,
1684.1226977735917,6.0926361e+02,
1684.1240866655548,6.0996869e+02,
1684.1254755574607,6.0769348e+02,
1684.1268644494246,6.1526178e+02,
1684.128253341389,6.0458191e+02,
1684.1296422333528,6.0300330e+02,
1684.1310311253171,6.1416345e+02,
1684.132420017222,6.1145050e+02,
1684.1338089091853,6.0808600e+02,
1684.13519780115,6.1394019e+02,
1684.1365866930562,6.0206549e+02,
1684.1379755850196,6.1136444e+02,
1684.1393644769835,6.0906702e+02,
1684.140753368947,6.1445001e+02,
1684.142142260852,6.1453265e+02,
1684.1435311528169,6.2406293e+02,
1684.1449200447807,6.0366656e+02,
1684.146308936686,6.1394684e+02,
1684.1476978286503,6.1577454e+02,
1684.1490867206137,6.1994885e+02,
1684.1504756125187,6.0939722e+02,
1684.1518645044832,6.1539178e+02,
1684.1532533963893,6.1194873e+02,
1684.1546422883528,6.0823340e+02,
1684.1560311803166,6.0287183e+02,
1684.1574200722218,6.1173761e+02,
1684.1588089641862,6.1182385e+02,
1684.1601978561507,6.0993005e+02,
1684.1615867480566,6.1546844e+02,
1684.16297564002,6.0230859e+02,
1684.1643645319252,6.1281396e+02,
1684.165753423889,6.0778827e+02,
1684.1671423157952,6.0815186e+02,
1684.168531207759,6.0721680e+02,
1684.169920099723,6.1511163e+02,
1684.1713089916282,6.0107385e+02,
1684.1726978835916,6.2102747e+02,
1684.1740867754977,6.0631134e+02,
1684.1754756674616,6.0644269e+02,
1684.1768645593675,6.0668634e+02,
1684.1782534513316,6.1078943e+02,
1684.1796423432368,6.1742163e+02,
1684.1810312352002,6.1373364e+02,
1684.1824201271058,6.0818451e+02,
1684.1838090190702,6.0282941e+02,
1684.1851979109758,6.0883417e+02,
1684.18658680294,6.1320782e+02,
1684.1879756948458,6.1529565e+02,
1684.1893645868092,6.0202881e+02,
1684.190753478715,6.0530408e+02,
1684.1921423706797,6.0551422e+02,
1684.1935312625849,6.0986737e+02,
1684.19492015449,6.1632349e+02,
1684.196309046454,6.1009314e+02,
1684.1976979383592,6.0312744e+02,
1684.1990868303235,6.1189709e+02,
1684.20047572223,6.1468451e+02,
1684.2018646141935,6.2198999e+02,
1684.2032535060985,6.0737274e+02,
1684.2046423980044,6.0088940e+02,
1684.2060312899678,6.0937555e+02,
1684.2074201818734,6.1604852e+02,
1684.2088090738382,6.1443994e+02,
1684.2101979657434,6.0723920e+02,
1684.2115868576486,6.1026642e+02,
1684.2129757496127,6.0695380e+02,
1684.2143646415177,5.9893329e+02,
1684.2157535334238,6.0783722e+02,
1684.2171424253886,6.1234869e+02,
1684.2185313172943,6.0671606e+02,
1684.2199202091995,6.1228699e+02,
1684.221309101163,6.1423499e+02,
1684.2226979930695,6.1867932e+02,
1684.2240868849751,6.1105420e+02,
1684.2254757769385,6.0751642e+02,
1684.2268646688447,6.1012762e+02,
1684.2282535607499,6.1375146e+02,
1684.229642452713,6.1652643e+02,
1684.2310313446194,6.1687836e+02,
1684.2324202365255,6.1365900e+02,
1684.233809128489,6.0863733e+02,
1684.2351980203946,6.0730017e+02,
1684.2365869122998,6.1776306e+02,
1684.237975804205,6.1531055e+02,
1684.2393646961698,6.1713800e+02,
1684.2407535880754,6.2513110e+02,
1684.2421424799807,6.2132562e+02,
1684.2435313718868,6.0585065e+02,
1684.2449202638502,6.2096271e+02,
1684.2463091557559,6.0075214e+02,
1684.2476980476624,6.0134662e+02,
1684.2490869395683,6.0755688e+02,
1684.2504758315315,6.2683270e+02,
1684.2518647234367,6.2015137e+02,
1684.2532536153428,6.1165399e+02,
1684.2546425072485,6.1791498e+02,
1684.2560313992128,6.0368372e+02,
1684.2574202911185,6.0231909e+02,
1684.2588091830237,6.0931158e+02,
1684.260198074929,6.0654346e+02,
1684.2615869668346,6.0730188e+02,
1684.2629758587989,6.0296442e+02,
1684.2643647507045,6.1522821e+02,
1684.2657536426104,6.0964526e+02,
1684.2671425345154,6.1237622e+02,
1684.2685314264206,6.0987695e+02,
1684.2699203183267,6.1222119e+02,
1684.2713092102906,6.1085199e+02,
1684.2726981021967,6.0848639e+02,
1684.2740869941024,6.1077277e+02,
1684.2754758860083,6.0858258e+02,
1684.2768647779133,6.1275867e+02,
1684.2782536698194,6.1499823e+02,
1684.279642561726,5.9341479e+02,
1684.2810314536894,5.9618011e+02,
1684.2824203455946,6.1189746e+02,
1684.2838092375002,6.1196997e+02,
1684.2879759132177,6.1192029e+02,
1684.289364805123,6.1808789e+02,
1684.290753697028,6.1653729e+02,
1684.292142588934,6.0698560e+02,
1684.2935314808972,6.0414874e+02,
1684.2949203728033,6.0999561e+02,
1684.2963092647099,6.0988031e+02,
1684.297698156615,5.9889435e+02,
1684.300475940426,6.1682123e+02,
1684.3018648323311,6.1638818e+02,
1684.3032537242368,6.1978113e+02,
1684.3046426161434,6.0379938e+02,
1684.3060315080495,6.1645526e+02,
1684.3074203999547,6.0956342e+02,
1684.30880929186,6.1290039e+02,
1684.3101981837663,6.1299731e+02,
1684.3115870756722,6.0566565e+02,
1684.3129759675774,6.1082617e+02,
1684.314364859483,6.1162262e+02,
1684.3157537513882,6.1057617e+02,
1684.3171426432934,6.0475665e+02,
1684.3185315352,6.0597534e+02,
1684.319920427106,6.1036395e+02,
1684.3213093190109,6.0512463e+02,
1684.3226982109752,6.0110840e+02,
1684.3240871028804,6.0118707e+02,
1684.3254759947856,6.0871490e+02,
1684.3268648866922,6.0767169e+02,
1684.3282537785979,6.0599817e+02,
1684.3296426704449,6.0561328e+02,
1684.3310315623505,6.1020520e+02,
1684.3324204542557,6.0962097e+02,
1684.333809346161,6.2559296e+02,
1684.3351982380675,6.1371484e+02,
1684.336587129974,6.0653400e+02,
1684.3379760218793,6.1010004e+02,
1684.3393649137845,6.1078528e+02,
1684.3407538056902,6.1137549e+02,
1684.3421426975963,6.0984497e+02,
1684.343531589502,6.1210577e+02,
1684.344920481408,6.0128973e+02,
1684.346309373313,6.1145422e+02,
1684.347698265218,6.0941486e+02,
1684.3490871571241,6.0702820e+02,
1684.3504760490298,6.0373389e+02,
1684.351864940936,6.0187128e+02,
1684.3532538328416,6.0366418e+02,
1684.3546427247468,6.0666010e+02,
1684.356031616652,6.1597894e+02,
1684.3574205085577,6.0500250e+02,
1684.3588094004056,6.0739233e+02,
1684.3601982923112,6.0348340e+02,
1684.3615871842173,6.0630341e+02,
1684.362976076123,6.0112885e+02,
1684.3643649680282,6.1150183e+02,
1684.3657538599334,6.0568427e+02,
1684.36714275184,6.1470123e+02,
1684.3685316437457,6.0424896e+02,
1684.3699205356509,5.9961469e+02,
1684.371309427557,6.0059772e+02,
1684.3726983194038,6.1647253e+02,
1684.3740872113096,6.1272290e+02,
1684.3754761032162,6.1095251e+02,
1684.3768649951214,6.1457831e+02,
1684.3782538870266,6.0998315e+02,
1684.3796427789323,5.9941083e+02,
1684.3810316708375,6.0641736e+02,
1684.3824205627432,6.0975159e+02,
1684.3838094545915,6.1024817e+02,
1684.3851983464967,6.0213556e+02,
1684.386587238402,6.1643152e+02,
1684.387976130308,6.1406946e+02,
1684.389365022213,6.0641870e+02,
1684.390753914119,6.1157812e+02,
1684.3921428060255,6.1335535e+02,
1684.393531697873,6.0397809e+02,
1684.3949205897782,6.0391711e+02,
1684.3963094816834,6.0890186e+02,
1684.39769837359,5.9789587e+02,
1684.3990872654958,6.0723309e+02,
1684.4004761574008,6.1446930e+02,
1684.4018650492487,6.1857526e+02,
1684.403253941154,6.1196838e+02,
1684.4046428330591,6.1875104e+02,
1684.4060317249657,6.1122968e+02,
1684.4074206168714,6.0618549e+02,
1684.4088095087766,6.1776270e+02,
1684.410198400624,6.0804468e+02,
1684.4115872925292,6.1225250e+02,
1684.4129761844345,6.0868652e+02,
1684.414365076341,6.0951562e+02,
1684.4157539682471,6.0565698e+02,
1684.417142860094,6.1516772e+02,
1684.4185317519998,6.1182135e+02,
1684.4199206439055,6.1696729e+02,
1684.4213095358107,5.9731018e+02,
1684.4226984277168,6.1388550e+02,
1684.4240873195652,6.1365924e+02,
1684.4254762114701,6.1577368e+02,
1684.4268651033751,6.1945544e+02,
