#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
flare_tpeak_1,1518.8374992198135,0.00020167483557997912,0.0002138236129667348,flare_tpeak_1,days
flare_fwhm_1,0.012466802568708465,0.0007526831066696008,0.0007991593731417491,flare_fwhm_1,days
flare_ampl_1,2.0221070790651634,0.05925189133480968,0.05892258841895526,flare_ampl_1,rel. flux
ln_err_flux_TIC_1403938,-2.4867013177692563,0.05749895326457777,0.06184390793904582,$\log{\sigma_\mathrm{TIC_1403938}}$,log rel. flux
