#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
flare_tpeak_1,1699.5526048524512,0.00011359613995409745,0.00012181247916487337,flare_tpeak_1,days
flare_fwhm_1,0.006272712036516,0.0003537755777770152,0.00038248153469418525,flare_fwhm_1,days
flare_ampl_1,0.2522920432388748,0.009721031124972968,0.009529144974224357,flare_ampl_1,rel. flux
ln_err_flux_TIC_233547261_flare1,-4.470486121575789,0.02557845761953015,0.026316877392599913,$\log{\sigma_\mathrm{TIC_233547261_flare1.csv}}$,log rel. flux
