time,flux,flux_err
1699.7713471301347,9.7864753e-01,1.4017605e-02
1699.7727360178496,9.9471259e-01,1.4092040e-02
1699.7741249056232,9.6840698e-01,1.4069852e-02
1699.7755137933957,9.8243397e-01,1.4049428e-02
1699.7769026811682,1.0043390e+00,1.4048835e-02
1699.7782915689415,9.6777326e-01,1.4056451e-02
1699.7796804566572,9.8949194e-01,1.4049657e-02
1699.78106934443,9.8229045e-01,1.4045517e-02
1699.7824582322025,9.7470838e-01,1.4060885e-02
1699.7838471199755,9.8824614e-01,1.4044167e-02
1699.785236007748,9.7974414e-01,1.4069947e-02
1699.7866248954622,9.8105913e-01,1.4035788e-02
1699.788013783236,9.7635859e-01,1.4047254e-02
1699.7894026710098,9.8198485e-01,1.4052190e-02
1699.7907915587823,9.8950768e-01,1.4095361e-02
1699.7921804465548,9.8542106e-01,1.4068617e-02
1699.7935693342695,9.7861159e-01,1.4066828e-02
1699.794958222042,1.0070008e+00,1.4103809e-02
1699.7963471098153,9.6873868e-01,1.4081670e-02
1699.7977359975891,9.9261814e-01,1.4102519e-02
1699.799124885362,1.0011822e+00,1.4096146e-02
1699.8005137730763,9.8992068e-01,1.4163407e-02
1699.8019026608488,9.7972214e-01,1.4079488e-02
1699.8032915486217,1.0001500e+00,1.4102576e-02
1699.804680436395,9.8935640e-01,1.4093837e-02
1699.806069324168,9.9611926e-01,1.4135981e-02
1699.8074582119414,9.7611040e-01,1.4111307e-02
1699.808847099656,9.8223913e-01,1.4084574e-02
1699.8102359874285,9.9122900e-01,1.4118236e-02
1699.8116248752015,9.7358942e-01,1.4198626e-02
1699.8130137629753,9.9237287e-01,1.4145653e-02
1699.8144026507478,9.8233348e-01,1.4114049e-02
1699.8157915385202,9.9506766e-01,1.4108092e-02
1699.8171804262934,9.7805387e-01,1.4128546e-02
1699.8185693140083,9.7899252e-01,1.4112798e-02
1699.8199582017812,9.9141330e-01,1.4145243e-02
1699.8213470895546,9.9623394e-01,1.4134537e-02
1699.8227359773275,9.8212010e-01,1.4119340e-02
1699.8241248651,9.6508092e-01,1.4124421e-02
1699.8255137528724,1.0002829e+00,1.4133338e-02
1699.8269026406456,9.7155553e-01,1.4135791e-02
1699.8282915284192,9.7575003e-01,1.4121119e-02
1699.8296804161344,9.9748218e-01,1.4133822e-02
1699.8310693039068,9.8323047e-01,1.4120867e-02
1699.8324581916797,9.7268349e-01,1.4116173e-02
1699.8338470794522,9.9985868e-01,1.4146769e-02
1699.8352359672256,9.8519301e-01,1.4134264e-02
1699.8366248549992,9.9103916e-01,1.4283317e-02
1699.8380137427723,9.7942418e-01,1.4151885e-02
1699.8394026305448,9.8441255e-01,1.4155466e-02
1699.8407915183172,9.8818475e-01,1.4137883e-02
1699.842180406032,9.9263018e-01,1.4158708e-02
1699.8435692938053,9.7704971e-01,1.4198625e-02
1699.8449581815782,9.8411936e-01,1.4134155e-02
1699.8463470693512,9.7700250e-01,1.4180215e-02
1699.8477359571245,9.8574507e-01,1.4134992e-02
1699.849124844897,9.9297380e-01,1.4220131e-02
1699.8505137326695,9.6398181e-01,1.4134180e-02
1699.8519026204433,9.6835542e-01,1.4141214e-02
1699.8532915082162,9.8702306e-01,1.4143448e-02
1699.8546803959887,9.8996800e-01,1.4162407e-02
1699.8560692837616,9.8940289e-01,1.4163305e-02
1699.857458171535,9.9773949e-01,1.4161888e-02
1699.8588470593074,9.7690707e-01,1.4148754e-02
1699.8602359470221,9.7534508e-01,1.4176796e-02
1699.861624834796,9.8812103e-01,1.4252614e-02
1699.8630137225684,9.9830538e-01,1.4163129e-02
1699.864402610341,9.8799044e-01,1.4174654e-02
1699.8657914981138,1.0009921e+00,1.4151060e-02
1699.8671803858877,9.9437505e-01,1.4175731e-02
1699.868569273661,9.5657778e-01,1.4148335e-02
1699.8699581614335,9.7096550e-01,1.4157942e-02
1699.8713470492064,9.5171779e-01,1.4135660e-02
1699.8741248247513,1.0051042e+00,1.4196825e-02
1699.8755137125252,9.8493862e-01,1.4158885e-02
1699.876902600299,9.7982448e-01,1.4183586e-02
1699.8782914880715,9.7699904e-01,1.4144577e-02
1699.879680375844,9.5730770e-01,1.4161693e-02
1699.8810692636168,9.9635148e-01,1.4266043e-02
1699.8824581513893,9.7808480e-01,1.4153627e-02
1699.8838470391622,9.9326700e-01,1.4189643e-02
1699.885235926936,9.9611086e-01,1.4177581e-02
1699.8866248147085,9.8649502e-01,1.4233872e-02
1699.888013702481,9.9460036e-01,1.4180683e-02
1699.8894025902541,9.6715450e-01,1.4181041e-02
1699.8907914780273,9.8463470e-01,1.4191646e-02
1699.8921803658002,9.7985148e-01,1.4163116e-02
1699.8935692535736,9.6433020e-01,1.4189504e-02
1699.8949581413465,9.7770876e-01,1.4211436e-02
1699.896347029119,9.7775900e-01,1.4179275e-02
1699.8977359168914,9.8352474e-01,1.4202787e-02
1699.8991248046652,9.7235256e-01,1.4166203e-02
1699.900513692439,9.8058003e-01,1.4178021e-02
1699.9019025802115,9.8259401e-01,1.4177325e-02
1699.903291467984,9.8992193e-01,1.4169636e-02
1699.904680355757,9.8533911e-01,1.4203108e-02
1699.9060692435294,9.7974229e-01,1.4195260e-02
